2024-07-21 16:25:58.583 | inberlinwohnung_bot Telegram Executor | INFO  | com.example.onlineshopproject.bot.TelegramBot                           -  Message received: 5274618964
2024-07-21 16:25:58.590 | inberlinwohnung_bot Telegram Executor | INFO  | com.example.onlineshopproject.bot.TelegramBot                           -  ell me about gravity
2024-07-21 16:26:00.367 | main                      | INFO  | com.example.onlineshopproject.OnlineShopProjectApplication              -  Started OnlineShopProjectApplication in 211.27 seconds (process running for 215.607)
2024-07-21 16:27:36.390 | main                      | INFO  | com.example.onlineshopproject.OnlineShopProjectApplication              -  Starting OnlineShopProjectApplication using Java 22.0.1 with PID 4784 (/Users/andrii.vytiahanets/Documents/Tel-Ran_by_Starta_Institute/onlineshopproject/target/classes started by andrii.vytiahanets in /Users/andrii.vytiahanets/Documents/Tel-Ran_by_Starta_Institute/onlineshopproject)
2024-07-21 16:27:36.391 | main                      | DEBUG | com.example.onlineshopproject.OnlineShopProjectApplication              -  Running with Spring Boot v3.3.0, Spring v6.1.8
2024-07-21 16:27:36.393 | main                      | INFO  | com.example.onlineshopproject.OnlineShopProjectApplication              -  No active profile set, falling back to 1 default profile: "default"
2024-07-21 16:27:48.476 | main                      | DEBUG | com.example.onlineshopproject.security.jwt.JwtFilter                    -  Filter 'jwtFilter' configured for use
2024-07-21 16:28:30.257 | main                      | INFO  | com.example.onlineshopproject.OnlineShopProjectApplication              -  Started OnlineShopProjectApplication in 58.752 seconds (process running for 63.553)
2024-07-21 17:06:40.956 | inberlinwohnung_bot Telegram Executor | INFO  | com.example.onlineshopproject.bot.TelegramBot                           -  Message received: 5274618964
2024-07-21 17:06:40.986 | inberlinwohnung_bot Telegram Executor | INFO  | com.example.onlineshopproject.bot.TelegramBot                           -  tell me about gravity
2024-07-21 17:17:10.392 | main                      | INFO  | com.example.onlineshopproject.OnlineShopProjectApplication              -  Starting OnlineShopProjectApplication using Java 22.0.1 with PID 5285 (/Users/andrii.vytiahanets/Documents/Tel-Ran_by_Starta_Institute/onlineshopproject/target/classes started by andrii.vytiahanets in /Users/andrii.vytiahanets/Documents/Tel-Ran_by_Starta_Institute/onlineshopproject)
2024-07-21 17:17:10.393 | main                      | DEBUG | com.example.onlineshopproject.OnlineShopProjectApplication              -  Running with Spring Boot v3.3.0, Spring v6.1.8
2024-07-21 17:17:10.396 | main                      | INFO  | com.example.onlineshopproject.OnlineShopProjectApplication              -  No active profile set, falling back to 1 default profile: "default"
2024-07-21 17:17:16.023 | main                      | DEBUG | com.example.onlineshopproject.security.jwt.JwtFilter                    -  Filter 'jwtFilter' configured for use
2024-07-21 17:17:28.925 | main                      | INFO  | com.example.onlineshopproject.OnlineShopProjectApplication              -  Started OnlineShopProjectApplication in 20.188 seconds (process running for 21.973)
2024-07-21 17:17:44.830 | inberlinwohnung_bot Telegram Executor | INFO  | com.example.onlineshopproject.bot.TelegramBot                           -  Message received: 5274618964
2024-07-21 17:17:44.831 | inberlinwohnung_bot Telegram Executor | INFO  | com.example.onlineshopproject.bot.TelegramBot                           -  tell me about gravity
2024-07-21 17:19:36.961 | inberlinwohnung_bot Telegram Executor | INFO  | com.example.onlineshopproject.bot.TelegramBot                           -  Message received: 5274618964
2024-07-21 17:19:36.964 | inberlinwohnung_bot Telegram Executor | INFO  | com.example.onlineshopproject.bot.TelegramBot                           -  what time is it?
2024-07-21 17:20:00.732 | inberlinwohnung_bot Telegram Executor | INFO  | com.example.onlineshopproject.bot.TelegramBot                           -  Message received: 5274618964
2024-07-21 17:20:00.735 | inberlinwohnung_bot Telegram Executor | INFO  | com.example.onlineshopproject.bot.TelegramBot                           -  что такое ножници
